id_client;service_sauvegarde;service_antivirus;service_assurance;service_streaming_film;service_streaming_tv;service_support
CYCQN05499;1;0;0;0;0;0
SDBKE45486;0;0;0;0;1;0
EMYVT15576;1;1;1;1;1;1
IMHCC70563;1;0;0;1;1;0
WRAHC57601;0;1;1;1;0;1
HTUIF43698;0;1;0;0;1;0
IGSLP58983;0;1;1;0;0;1
IVBWA22505;1;1;0;0;0;0
WFGGJ88191;0;1;1;1;1;0
EJFJP91082;1;1;0;0;0;0
GSWPO74262;1;1;0;1;1;0
VKACU32345;0;0;0;1;1;1
JBWMO55224;0;0;0;0;0;0
FEJAM11043;1;0;0;1;0;0
GCPMU33981;1;1;1;1;1;1
BLEPA37363;1;0;0;0;1;1
ECXKC26969;0;1;0;1;1;0
DKZFP22963;1;1;1;1;0;0
ZWPBF99718;1;0;1;1;1;1
HCZGT26344;0;1;0;0;0;1
WWOEW21894;1;0;0;1;0;0
KVQRD57029;0;1;1;1;1;1
EJVQB43438;0;1;0;0;0;0
BEXHZ30226;1;0;1;1;1;1
AXJJK22795;1;0;0;1;0;1
TAZPM82131;1;0;1;1;1;1
EICRF67786;0;1;0;1;1;0
UOINI22728;1;1;0;1;1;1
EDEBV95715;0;0;1;1;1;0
OQIQY00828;0;0;0;1;1;1
QGCXA08228;1;0;1;1;1;1
BVTKJ53065;1;0;1;0;0;0
OVKUP24726;1;0;1;1;0;0
OMULG80979;1;0;1;1;1;1
HCERK14212;1;1;1;0;1;1
NMQXL33187;0;0;0;1;1;0
OZMFH69213;0;0;0;0;0;1
ZNBSX94154;1;1;1;1;1;1
TBBWB55428;0;0;0;0;0;0
JIXNM74014;1;1;1;1;1;1
UZOSF14525;1;1;1;0;1;1
XBKMM05317;1;1;0;0;0;1
VEKBL51542;0;1;1;1;1;1
XSJKX25163;1;1;0;1;1;1
OSFXZ47828;1;1;1;1;0;1
HXDMR93514;0;1;1;1;1;1
PPCED83093;1;0;1;1;1;1
UNOJF88021;1;0;1;0;0;1
USQYQ77538;1;0;0;1;0;1
LPTYJ48228;1;0;1;1;1;0
FLYZI37618;1;0;1;1;1;0
QRJKY46363;0;0;0;0;0;1
BMGFE33764;0;0;0;0;0;0
PZWGX54455;1;1;0;1;0;1
DSCIC15679;1;0;1;0;1;0
THSLQ53869;1;0;1;0;1;0
LWDTQ63311;0;0;0;1;1;0
AHGNL93601;0;1;1;1;1;1
UWTFY21504;1;1;1;0;0;0
DFXCU15085;0;0;0;0;1;0
JQKEA61431;0;0;0;0;0;0
CEDNV78018;0;1;0;0;0;0
HAQTX61645;1;1;1;0;1;1
FZFRV12281;0;1;1;1;1;0
JRFBR16793;1;1;1;1;1;0
RTPQD19199;0;0;0;0;0;0
EUYET76412;1;1;1;0;1;0
FVBQP27204;0;0;0;0;0;0
PWSEV80358;0;0;1;1;0;1
OIWME03769;0;1;0;1;1;0
XBFAC03252;0;0;1;1;1;0
XQWSV22925;1;0;1;1;1;1
JHJGE22528;0;1;1;1;1;0
YJWAS61766;1;1;1;0;1;0
ZTSIW63838;1;1;0;1;1;0
ESIQH14553;0;0;0;1;1;0
NJCMS46643;0;1;1;1;1;1
BANWH49113;0;0;0;0;1;0
FKDNK73945;0;0;0;1;1;0
TVOCN40916;0;1;1;1;1;0
CAYJJ97997;0;0;0;0;0;0
QKIUE36839;0;0;0;0;0;1
WZPHD35385;1;0;0;0;0;0
OTCHB82057;1;0;1;1;0;0
YTAFD76748;1;0;0;0;0;1
SAVHK15713;0;0;0;1;1;1
PWPMG17796;1;1;1;1;1;1
JQABI39697;1;1;0;0;1;0
QKNKB33132;0;0;0;1;0;0
YJYXS90868;0;0;1;1;1;0
TWIEM06211;0;0;0;0;0;0
JOEVF86794;0;0;0;0;1;1
NMNBO34242;1;1;1;1;1;0
JCUDS72092;0;0;1;1;1;0
OBOYL79528;0;0;1;0;1;1
NNDYT65493;0;1;0;0;0;0
KLXBN54193;1;0;1;0;1;0
ETJZO15416;0;0;1;0;0;1
CHVCF69993;1;1;1;1;0;0
ZFFMM51671;1;0;0;1;0;0
MTTXK63266;1;0;0;1;1;0
NZGTA41954;0;0;0;0;0;0
PTMIK56191;0;1;0;0;0;0
IJWDZ39328;0;0;1;1;1;1
IVVAZ70898;0;1;0;1;1;1
VATUS33871;0;0;0;1;1;0
VXSXJ54821;1;0;0;1;1;0
OWURY23862;0;0;0;1;1;1
TRCZQ26257;1;0;0;1;1;0
RBEEE90396;1;1;0;0;1;1
WTBXE08431;0;0;0;0;1;0
PWKYE14483;0;0;0;1;0;0
YPKDH63173;1;0;0;0;0;0
CWDNU20272;0;0;0;1;0;1
OHIHY61106;0;0;0;0;1;0
GFWQL39451;0;0;0;0;0;0
KWHJO86451;0;0;1;1;1;1
CPTUL28154;0;0;0;0;0;0
OOHAR05168;1;0;1;1;1;0
GZBBC03977;0;0;0;1;1;0
REOAC35809;0;0;0;0;0;0
KLNYW82009;0;1;1;1;1;1
HRTNN33177;0;0;0;1;1;0
ZDBMA34204;0;0;0;0;0;0
IWKVK07273;1;0;1;0;0;0
UQWWF81681;0;0;1;1;1;0
AFGBW83131;1;0;1;1;1;0
SCJKT63518;0;1;1;0;0;1
LXVAP02312;0;0;0;0;0;1
SKJNO83283;1;1;0;0;0;1
GZQXV43857;0;0;0;1;1;1
DXHDA95136;0;1;1;1;1;1
QWUBZ29691;1;0;0;1;1;0
VSZUV99431;0;0;0;0;0;0
ZDQYY45491;0;1;1;0;0;1
AIBVB98854;1;0;1;0;0;0
SLNVK22622;0;0;0;0;0;0
SSNVZ94086;0;0;0;0;0;0
CLDDA03839;0;1;1;1;1;1
QLGEX65376;0;1;0;0;1;0
JQHZZ23712;0;0;0;1;1;0
YLNNG99195;1;0;1;1;1;1
WXOYN50737;1;0;0;1;1;0
VDLTR27549;0;0;0;1;1;0
BVOFB57784;0;0;0;0;1;1
VBEGU66148;1;0;0;1;1;0
HNSAW13528;1;1;1;1;1;1
GKNGE07447;0;1;0;0;0;1
PVZWJ62581;1;1;1;1;1;1
BQYBV71818;0;1;1;1;1;0
BIJKI13575;1;0;0;1;1;0
MVRMB76025;0;1;1;1;1;1
YDYUW29728;1;0;0;1;0;1
JVDCV88945;1;1;1;1;1;1
LFRMW01173;1;1;1;0;0;0
JMPMT44399;0;0;0;0;1;1
ANLXO95764;0;0;0;0;0;0
WJKSM30147;0;0;1;0;0;0
UMJZD49269;0;0;0;0;0;1
RUBNK74016;0;1;0;0;0;0
FANTW45582;0;1;0;0;1;1
YOZLV89901;1;1;0;0;0;1
SGAFL29714;0;1;1;1;1;0
CSBRZ18452;0;0;0;0;1;0
HJPIW48191;0;0;0;0;0;0
WHMEV05772;1;1;1;0;0;0
BIUPC75638;0;0;0;0;1;0
SRVYQ68968;0;0;1;0;0;0
NSOBC87618;1;0;0;1;1;1
LKOZD47011;1;1;1;1;1;1
VVTOX45871;1;0;1;1;1;0
TATYJ09837;0;0;0;0;0;1
QTBIW73635;0;0;0;1;0;0
UBYPQ02306;0;1;0;0;0;1
AJIEK31868;0;1;1;1;1;1
VIOMB84049;1;1;1;1;1;1
MNRTF80403;0;0;0;0;0;0
UIMBA82949;0;0;0;1;1;1
UXUSK95065;0;0;0;0;0;0
FVZCC94888;1;1;1;1;0;1
TPKRV94155;1;0;0;0;0;0
FUYCG33259;1;1;0;1;1;0
MGMGF50554;0;1;1;1;1;0
YVSVF57015;0;0;0;0;1;1
XMUOB96938;1;0;0;1;1;0
UCAAU05338;1;0;1;0;1;0
BDTWG71108;0;0;1;1;0;1
TGTWV17463;0;0;1;0;0;0
EORGB59373;0;1;1;0;1;0
TWELN07932;0;1;0;0;0;0
OZGFH62437;0;0;0;1;1;0
ZYPZY41196;1;0;0;1;1;1
PNRGI79254;1;1;1;0;1;1
EMAZU59664;0;1;1;1;1;1
DSHWM95042;0;1;0;0;0;1
MLAXC38144;0;0;0;0;0;1
ITWWB51501;0;0;0;1;1;0
LGXBA15734;1;0;1;1;1;0
GEEAX52331;0;0;1;0;0;0
IPEAQ50106;1;1;1;0;1;1
WOZRZ54943;0;1;1;1;1;1
QSTYI38635;0;0;1;0;1;1
YNADK35857;1;0;1;0;1;1
PUQOD38916;0;0;1;1;0;0
ZJNMU44459;1;0;0;1;1;0
CVMAW78739;1;1;1;1;1;1
FBQMM10172;1;0;0;1;1;1
UMQCG69184;0;0;0;0;1;0
LNRXK43918;1;0;1;1;0;1
PKZAY21872;0;0;0;1;0;0
VLBWQ76941;1;0;1;1;1;0
PZNSR31334;1;1;0;1;0;1
AXGMP93564;0;1;1;1;1;1
ZUBYC90972;0;0;0;0;0;1
DCNZE08402;1;1;1;1;1;1
UCQVC32858;0;0;0;0;0;1
VGRUM18334;0;0;0;0;0;0
SEYLU08364;0;0;0;0;1;1
OZXFY17521;0;1;0;0;1;0
CAOYT52404;1;1;0;0;0;1
JPYLU28876;0;0;0;0;0;0
VLNRJ30214;0;1;1;0;1;1
RJOHI62579;0;0;0;0;0;1
AQFFX49101;0;0;1;0;0;0
YCHWO03963;0;0;0;1;1;0
PLVPE54821;0;0;0;0;0;0
GGFNM18308;1;1;1;0;0;1
VRDVK79513;1;1;1;1;1;1
YVMYX26154;1;1;1;1;1;0
HJAPT02245;0;0;0;0;0;0
LAHRK23862;0;0;0;0;1;0
ZPSEA95417;0;1;1;0;0;0
RTSLK11931;1;1;1;0;0;0
NGXYI33515;0;1;0;0;0;0
UGBTK93594;0;1;1;1;0;1
HNGUT97887;1;1;1;1;1;1
DIWPO78551;0;0;0;0;0;0
VOOVL09759;1;0;0;0;0;0
UJMUS44194;0;0;0;1;1;1
TKOPW44248;0;0;0;1;1;0
LNAQX67972;1;0;0;1;1;0
VJYAB79283;0;0;0;1;1;0
BUXUX68219;1;1;0;0;1;0
MUGVO09476;1;0;0;0;0;0
XDPUD87278;0;0;0;0;1;0
DHLPB34135;1;0;0;1;1;1
GBPFB28849;0;0;0;0;0;0
QNVZJ74805;0;0;0;1;1;0
HXOWK16969;1;1;0;0;1;0
QQRHC44805;0;0;1;0;0;0
PKDQG46908;1;0;1;0;1;0
QDZZJ89617;1;0;0;1;1;0
VOFSZ93308;1;0;1;1;1;1
YQHGA91159;0;0;0;0;0;1
GFVOI91942;0;1;1;1;1;1
COKXZ65952;0;0;0;0;0;0
CFSZG31543;0;1;1;1;0;0
TDGAK06797;0;1;0;1;1;1
TTGJP64341;1;1;1;1;0;1
HMANX66316;1;0;1;1;1;1
XHDJU06654;1;0;0;1;1;0
MMGUB34286;0;0;1;0;1;0
PTWEH55704;0;0;0;0;0;0
PTIWW57126;0;0;1;0;0;1
XNHVZ88214;0;0;0;0;1;0
XZPYF11732;0;0;1;0;1;0
CNWRG35452;1;0;0;1;1;0
DXQCE48069;1;1;1;1;1;1
MLYYM06855;0;0;0;0;0;0
BGWOH10759;0;0;1;1;1;0
WVPSS84431;1;0;0;1;1;1
QMKVN41148;1;1;0;1;0;0
LLMLM20382;0;0;1;1;1;1
ZIVKX60941;0;1;1;0;0;0
DOVND28975;0;0;0;0;0;0
MOJJT83872;0;0;0;0;1;0
FRIRW66938;1;0;1;1;1;0
JCJRH59766;0;0;0;0;0;0
UTDVX67496;1;0;1;1;1;0
CTCYF35522;1;0;1;1;1;0
FIGTF00688;1;0;1;1;1;1
EGPJC95244;0;0;0;1;0;1
ADXWO51085;0;1;0;0;0;0
XJHKQ36391;1;1;1;0;0;0
BFWVU81973;1;1;1;1;1;1
TTHGI58432;0;0;1;0;0;0
WYIPH56512;1;0;0;0;0;0
RSNHI39113;1;0;1;1;1;1
JZNKO68653;1;1;0;0;0;0
RHRNE32752;1;0;1;1;1;1
JKIAZ76276;0;0;1;0;0;0
ADZFJ22457;1;0;0;1;1;1
FTFFX44826;0;0;1;0;0;1
JKZNQ54191;0;0;0;0;0;0
DGNVC59152;1;1;1;1;0;0
LOLHO29579;0;0;0;0;0;0
PHDEI27777;0;0;0;0;1;0
DJPIB95655;1;0;0;0;1;0
FYZOW16784;0;0;0;0;1;0
ALMUX73497;1;1;1;0;0;1
DHBFL93307;1;1;1;0;0;1
LBEAR62885;1;0;0;0;0;1
PSYHO92334;0;0;1;1;1;0
RXSGD04474;1;0;0;1;1;0
RWFXJ88241;1;0;1;0;0;0
ZTHVF48843;1;0;0;0;1;0
EHGIP86279;1;0;1;1;1;0
JPQOW10206;1;0;1;0;0;1
ZJZFU31621;1;0;0;0;1;1
ZSFLL93968;0;0;0;0;0;0
XAXAY49088;1;0;1;1;0;0
UREFD29114;0;1;1;1;1;0
DXGGG93911;1;0;1;1;0;0
QLLIW49188;0;0;0;0;1;0
QQRVF75038;1;0;0;0;0;0
XUJWD97611;1;0;0;1;0;1
QVHRX58161;0;0;0;1;1;1
ENNGU70544;1;0;0;0;0;0
GYRQC42856;0;0;1;0;1;0
BPGEU70166;0;0;0;0;0;0
AUZNK45317;0;1;0;0;1;1
FJEGU05566;1;0;1;0;1;1
MQQCA51686;1;0;1;1;1;1
DELSO36941;0;1;0;0;1;0
HIORI11355;1;0;1;1;1;1
OMNWB69521;0;0;1;0;0;0
PYPSJ95448;1;0;1;1;0;0
IQWIB74839;1;0;1;0;1;0
WLKLI32274;1;1;1;1;1;1
BXYIV19284;1;1;0;0;0;0
IEAUQ68274;1;1;1;0;0;1
ETQOE98396;1;1;1;0;0;0
MZPUJ80994;1;1;1;1;1;1
YQENT55148;1;1;1;1;1;1
JLMHM88715;1;0;1;0;0;1
GHAYE91636;1;0;0;0;0;0
FZDMN32176;0;0;1;1;1;0
HPRRX54809;0;0;0;0;0;0
FYJNT49189;1;0;1;0;0;1
JBMNH37553;0;0;0;0;0;0
HADHQ41062;0;1;1;1;1;1
XETSH30455;1;0;1;1;0;0
XMMUG03459;1;0;1;1;1;1
LCRSD76699;0;0;0;0;1;0
RFHAR35711;1;0;1;1;1;1
NNQRU46928;0;0;1;0;0;1
CONWX54199;1;0;1;1;1;0
MIOGA75036;1;1;1;1;1;1
YWJUF76546;0;1;1;0;0;1
QNXIQ68599;1;1;1;1;1;1
NPKCN31999;0;1;1;1;1;1
HKJVM03455;0;0;0;1;1;0
EBBOU75818;1;0;1;0;1;1
NRVXR59963;1;1;1;0;1;1
DZRKH79739;0;1;1;0;0;1
HSCDJ08237;1;0;0;1;1;0
RSOUN81491;0;0;0;1;1;0
EVONK57087;1;1;0;1;0;0
FIDRB03019;1;1;1;1;1;1
OSATS33184;0;0;0;1;1;0
CDXHR97018;0;0;0;0;0;0
FBDXH62272;0;0;1;1;1;0
QESIO53514;0;0;0;0;0;0
SLWHQ64964;1;0;1;1;1;0
MREFK21533;0;1;1;1;0;1
GBFRE51672;0;0;0;0;0;0
GOLSU61733;0;0;0;1;1;0
NYKPB55226;0;0;0;0;1;1
IAJSV29906;1;1;1;1;1;1
OATDN64838;0;1;0;0;0;0
DVCGN45721;0;0;0;1;0;0
XGFSN13092;1;0;1;1;1;0
DHJUY20001;1;1;1;1;1;1
VSLRB82057;0;1;1;1;0;1
IBWPI54987;0;0;0;0;0;1
JHAMY38458;0;0;0;1;0;0
YOULA45048;1;1;0;0;0;0
OJUZI97765;1;0;1;0;1;0
EPWRR37983;0;0;0;0;0;0
HHBDV13762;0;1;0;0;0;0
ZBZCT94367;0;0;0;0;1;1
GLXTC71985;0;0;0;0;1;0
ENTCR04559;1;1;0;1;1;1
CEDRU92813;1;0;0;0;1;1
HGGKB88615;0;0;0;1;0;0
WQQDY91398;1;0;0;1;1;0
SHCMB92903;0;0;1;1;1;0
GOMBF56976;0;0;0;0;1;0
PDMZC56449;1;0;0;1;0;0
KQDDU39874;0;1;0;0;0;0
FXYBO41769;1;1;1;1;1;0
HDKDG00744;1;1;1;0;0;0
XUYMV27901;1;1;0;0;0;0
JPJDD31154;0;1;1;0;0;0
CINZD41877;1;0;0;1;1;0
NVDCG58401;1;1;0;1;0;1
WFCJF86104;0;0;0;1;1;0
RESVB68402;0;1;1;1;1;1
EVUAD78813;1;1;0;1;0;0
BCSHV16971;1;0;0;0;1;0
SWIFR75771;0;0;0;1;1;0
ITWWP74605;0;0;1;1;0;0
QQLVK66084;0;0;1;0;0;0
XECQW27616;1;0;1;1;0;0
BDIOA72702;0;0;0;0;1;1
DCKON00523;1;1;1;1;1;1
ETOOB32351;0;1;0;0;0;0
YIOTT38653;0;1;1;1;1;0
CFQRQ77712;1;0;0;1;0;1
RKSPX81116;0;0;0;0;0;0
UEUME63119;0;0;0;0;1;0
RYFNS39635;1;1;1;1;1;1
ISGTU61273;0;0;0;0;1;0
XTNEA42346;0;0;0;0;1;0
UVMOM35335;1;1;1;1;0;0
LXZYW48161;1;0;0;0;0;0
GCDGQ69372;0;1;0;0;0;0
ZNSLA73211;1;1;0;0;0;1
ZBLPD20576;0;0;0;1;0;0
ARVMX04716;0;1;1;1;1;0
PFZIW15769;1;1;1;1;1;0
LKJAF83781;0;0;1;1;1;0
RFFBA20914;0;0;0;0;0;0
OANIO71532;0;0;0;0;0;0
QUOZK30856;0;0;0;0;0;0
OKINF38505;0;1;0;0;1;0
ONMXC81834;0;0;0;1;0;0
LUPIX31372;0;0;0;0;1;1
RHRFR37054;0;1;0;1;1;0
PIVIK00839;1;1;1;0;1;1
NUUOL87823;0;1;1;1;1;1
REIQB80007;0;0;0;0;0;0
XOVOM41912;1;0;0;1;1;1
HFYZX25281;1;0;0;0;0;0
NAAIX41599;1;0;0;1;1;0
NVVGY16974;0;1;1;0;1;0
TFERT01156;1;0;1;1;1;1
WZOOW84217;1;0;1;0;1;1
PBBFH33452;1;0;0;0;0;0
FLPJF53178;0;1;1;1;1;1
GWTRD37956;1;1;1;0;1;1
GSODA84173;0;0;0;1;1;0
VWJUU78503;0;1;0;0;0;0
BXHEO84904;1;0;0;0;0;0
TYXLT31602;1;1;0;1;0;0
DRVQJ34686;1;1;0;0;1;0
YSJMR48358;0;0;0;0;0;1
TOWGS62177;1;0;0;1;1;0
LUMLS00486;0;0;0;1;1;0
CNMFP66682;0;0;0;1;0;1
GGCAC05673;1;1;1;0;0;0
ZDLGK02602;0;0;1;1;1;1
JSGML33088;0;1;1;1;1;1
IHMOT00361;1;0;1;1;1;1
PDTKK97634;0;1;1;1;0;1
TSPVK43046;1;1;1;1;1;1
ORICT51489;1;1;1;1;0;1
XADUH22341;1;0;1;1;1;0
MMTWC53838;0;0;0;1;0;0
OLYGY85135;1;1;1;1;1;1
POWUA51337;0;0;0;0;0;0
BESBM62445;0;0;0;1;1;1
EHBDD12068;0;1;1;0;0;0
IVYCI42832;0;1;0;1;0;1
ICWBG98049;0;0;0;0;0;0
PXTAN47593;1;0;0;1;1;1
CIUMO26942;0;0;0;0;0;1
YTZUE02195;1;0;1;0;0;0
WFVVF61681;0;0;0;0;0;0
JASDG77943;0;1;0;0;0;0
YRPXN04687;0;0;1;1;1;1
MGTON49736;1;1;1;1;1;1
JXSOO65435;1;1;0;0;0;1
AHOOK04967;0;1;0;1;1;1
VZIKE20403;0;1;0;1;1;0
GCSPV37371;0;1;0;0;1;1
JQPHZ25787;0;0;1;1;1;1
OFUWC13958;1;0;0;0;0;0
KXGBO66895;1;0;0;0;0;0
SUVOI65752;0;1;0;0;1;1
KNCIM81073;0;0;0;0;0;0
KQRTM45477;1;0;0;0;0;0
SOEZD55661;1;1;0;0;0;0
PNLOS50529;1;0;1;1;1;0
HPXWZ97083;0;0;1;0;1;1
KYHQH73516;1;0;1;0;1;0
FKEWS62818;0;0;1;1;1;0
FZREH15977;0;0;1;1;1;1
HBCJO29195;1;0;0;0;0;0
SVGJV53942;0;0;0;1;1;1
JSNDC18983;1;0;0;0;1;0
ZHHNZ79952;0;1;0;0;0;0
VOEGB21653;1;1;0;1;1;1
QYVCO77461;1;1;0;0;0;0
RCXYW51264;0;0;1;1;0;1
AOFIH59519;1;0;1;0;1;0
FFFZR25824;0;0;1;1;1;0
RNWXS27585;0;1;0;1;0;1
OONVS30995;0;1;0;0;0;1
WYVXG27106;1;1;0;1;0;1
BYNII55901;0;1;0;1;1;0
PSUAE02658;0;1;1;1;1;0
UOBNY81524;1;0;0;1;1;1
HIBDJ44043;1;1;1;0;1;1
BELXA59596;0;0;0;1;1;0
YDOVK44683;0;0;0;0;0;1
FYFQZ89191;1;0;0;0;0;0
FILXA55654;0;0;0;1;1;0
HGGHV58159;0;1;0;1;0;1
AAGRX15524;0;1;0;1;1;1
JISCY72692;0;0;0;0;0;0
DKWYW54465;0;0;1;0;1;0
ACVZC09565;0;0;1;1;1;0
CZGBB24822;0;0;0;0;0;0
QJDGB66825;1;1;0;0;0;0
YOVTD31286;1;1;0;0;0;0
ESELR10901;1;1;0;1;1;1
KYEUA95706;0;1;1;1;0;1
SEIFQ25923;0;0;0;0;0;0
OAIHC96036;0;0;0;0;0;0
UBJRP06371;0;1;0;1;0;0
LCOUI50574;0;0;1;1;1;0
XBHTB27547;0;0;0;0;1;0
RGMTT53315;0;0;1;1;1;0
SFQSA14307;0;1;0;0;0;1
FPWRM28891;1;1;1;1;1;1
PYLPB22511;1;1;1;1;0;1
RCLCJ65997;1;0;1;1;1;1
AZQPB51554;0;0;0;0;0;0
GJLRN81671;0;0;0;0;0;1
XUMGI43047;1;1;1;1;0;0
HIMLV45106;0;0;0;0;0;0
IECLD53494;0;0;1;1;1;0
OEAUQ37178;0;0;0;0;0;0
FCOWB19849;1;0;1;1;1;1
EJGDP59734;1;0;1;0;0;1
VTKDH23789;1;0;1;1;1;0
RTAPZ72748;0;0;0;1;1;0
GSDTP08114;1;0;0;0;0;0
GALXR14507;0;0;0;1;1;1
IAHGH92102;0;0;0;1;1;1
MPZRL07562;0;0;1;0;0;1
NYSCF43693;1;0;0;1;1;1
VFHAY70174;1;1;1;1;1;1
YDHMM14855;1;0;0;1;0;1
RXHRA10419;0;0;0;0;0;0
KWRBE99173;1;1;1;0;1;0
IPLOP23916;0;0;1;0;1;1
WHAFY36699;1;1;1;1;1;1
OHLVP09214;0;0;0;1;0;0
RIGQZ73264;0;0;0;0;0;0
HRPFA63222;1;1;0;0;0;1
OUZXB23029;1;0;1;1;1;0
RPUAV70293;0;0;1;1;1;0
BENQF71051;0;1;1;1;0;0
XEMDW18521;1;1;1;0;0;0
AHQNN57125;1;0;1;0;1;0
DQKQW97433;0;0;0;0;0;0
OBVRU85529;0;1;1;1;1;1
ATNFV40863;1;1;1;0;0;0
BCASL24036;1;0;1;1;1;1
NMTBD85615;1;0;1;1;1;1
VWNAM54486;1;1;0;0;1;1
KKTPH87694;0;1;0;1;1;0
QGOXH78312;0;0;0;0;1;0
VPSGI29825;0;0;0;1;1;0
DMZUK84961;1;1;1;0;0;0
VOBET38589;0;0;0;0;0;0
GLZOU44842;1;0;1;1;1;0
WCUUZ07575;0;0;1;1;0;0
AFUYI82862;0;1;0;0;0;0
LLSKM28688;1;0;0;0;0;1
TREIR49575;0;1;0;0;1;1
TVAIH64167;0;0;0;0;0;0
PACGQ92595;1;1;0;0;0;1
SSLTO26765;0;0;0;0;1;1
UOLYZ35724;0;0;1;0;0;1
WIQVA75504;1;1;1;1;1;0
PODML75685;0;0;0;1;1;0
ECMCM75671;0;0;0;1;0;0
TNRXS64456;1;1;1;1;1;1
CAAYU35664;1;0;1;1;0;1
HSJCY28453;0;0;1;1;0;0
UKKNL95012;0;0;0;1;1;1
NLTIT52142;0;0;1;1;0;0
JOMMD72957;0;0;1;1;1;1
LRWZD37071;0;0;0;0;1;0
GYRUU25739;0;0;1;1;0;0
OSINB62953;1;1;1;1;1;0
VBYPO30716;1;1;0;0;1;0
NHQEI86397;1;1;0;0;1;0
AAAGJ59502;0;0;0;0;1;0
XUATA22748;1;1;1;1;1;1
DZCVC53072;0;0;0;0;1;0
NTYXF15647;0;0;0;1;0;0
SDHNU09099;0;1;0;0;0;0
HZVZM58769;1;1;0;0;0;0
KRZZE15755;1;1;0;0;0;0
VJRDR08682;1;1;0;1;1;1
EXCDZ95847;0;0;0;0;0;0
PVMRC09808;1;0;0;1;1;0
UXRQN81083;0;1;0;1;1;0
QVYKW78922;0;0;0;1;0;0
CZHRQ89329;1;1;1;1;0;0
DLXRI22545;1;0;0;0;0;0
HWUYD40777;1;1;1;1;1;1
PVESG87452;0;1;1;0;0;1
GWDBQ82619;1;1;1;1;1;1
SANFR32585;0;0;0;0;0;0
HVPIV74496;0;0;1;0;1;0
CQPHU32441;1;1;0;1;1;1
FVQKB52083;1;1;0;1;0;1
XKKPU64133;0;1;1;0;1;0
MKNFE00031;0;0;0;1;0;0
BMLVW33996;1;1;0;0;0;1
EBTKM59961;0;0;1;1;0;1
EUIVN75957;1;0;0;0;0;0
PHFWD89939;0;0;0;0;0;0
MHQVU73515;1;1;0;1;0;1
ISPUP97008;1;0;0;1;0;1
USIXD06822;0;0;0;0;1;1
XUOPT00238;1;0;1;0;1;0
QSGXK86301;0;0;0;1;1;1
VEQXM28007;0;0;1;0;0;0
GINMM25141;0;0;0;0;1;0
BVEPF80652;1;0;1;1;1;0
ZVTHB06871;1;1;1;1;0;0
HYWWO11541;1;1;0;0;1;1
PNNSZ61982;1;1;1;1;1;0
MHZWF00139;0;0;0;1;1;1
ZKVNW43855;1;0;0;0;0;1
PDWQE78987;1;1;1;1;0;1
EHYJA84688;0;1;0;1;1;0
OAQQC20278;0;0;1;1;1;0
LPGOO94516;0;0;0;1;0;0
INRFU19818;0;0;0;0;1;0
NXKDA93851;1;1;1;1;1;0
DLCLU95539;1;1;1;1;1;1
SHBCB64296;0;0;0;1;1;0
XFCVR15028;1;1;1;1;1;0
PNJMH81008;1;1;1;1;1;1
AKOAJ55151;0;0;0;1;1;1
VONWT78952;0;0;1;1;1;0
SGDXK20136;1;0;0;0;1;0
GCDXG06743;0;1;1;1;0;1
QRAVE43607;1;0;1;0;0;0
EIHEQ96372;0;0;0;0;0;1
XVTZH76918;0;0;1;0;1;0
RLQLC54242;1;0;0;0;1;0
MMYRQ15996;1;1;0;0;0;0
HBZPA62033;1;1;1;1;1;1
NQBCT22084;1;1;0;0;0;0
BOQPW78174;0;0;0;0;0;0
WEQRM96269;0;1;0;0;0;0
BVCXS50351;1;0;0;0;0;0
UDIJQ04238;0;0;0;0;0;1
XQXMQ57661;1;1;1;1;0;0
WAROZ42502;1;1;0;1;0;0
MSWCO90579;0;1;0;0;0;0
DSAZX63901;0;1;0;0;0;0
BAXNB31867;1;0;0;0;1;1
YJCLA82047;1;1;1;1;1;1
EUHJO87147;1;0;0;1;0;0
RYUKI88787;0;0;1;1;0;0
KXRRV69418;1;0;0;1;0;0
IGFSG18945;0;0;0;1;1;0
MQZZL58994;0;0;0;0;0;0
AMKAK91521;0;1;1;1;1;1
OZQVA61356;0;1;0;0;0;0
JMJQQ34072;1;1;1;1;1;0
MOAVT49194;0;0;0;0;0;0
XJOCM58255;1;1;1;0;0;0
FVVRP39485;1;0;0;0;0;1
DVEYC30702;0;0;0;0;0;0
EURKS62402;0;0;0;1;0;0
YPODE74463;1;1;0;0;0;0
FENLU29597;0;0;1;1;0;0
BTJAU82258;0;0;0;1;0;0
ALMWY26576;1;0;0;1;0;0
QIIEB44528;0;0;0;0;0;0
QWSPR66033;1;0;1;1;1;1
IQWOZ72541;0;0;0;0;0;0
FPSYH24608;1;1;0;1;1;0
FHSGK06179;0;0;0;0;0;0
ZBWLV42505;1;0;1;1;1;1
LHSSK44957;0;1;0;0;0;0
LXOLK39579;1;0;1;1;1;0
BKHOP57815;1;1;1;0;1;0
CCIHA66914;1;1;0;1;1;1
JNVRK64161;0;0;0;1;0;0
OBMLJ20409;0;0;0;0;0;1
NHAVY89823;0;0;1;1;1;0
DFKIC95543;0;1;0;0;0;0
FKOGQ37971;0;0;0;1;0;0
IFBQW06913;1;1;1;1;1;0
QEXBZ04403;0;0;0;0;0;0
